locus_tag	ftype	length_bp	gene	EC_number	COG	product
PMLADGDC_04069	CDS	1272	dtnK	2.7.1.219	COG3395	D-threonate kinase
PMLADGDC_04070	CDS	984	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
PMLADGDC_04071	CDS	768	glcR_2		COG1349	HTH-type transcriptional repressor GlcR
PMLADGDC_04072	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
PMLADGDC_04073	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
PMLADGDC_04074	CDS	387				hypothetical protein
PMLADGDC_04075	CDS	1611	cueO		COG2132	Blue copper oxidase CueO
PMLADGDC_04076	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
PMLADGDC_04077	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
PMLADGDC_04078	CDS	663	can	4.2.1.1	COG0288	Carbonic anhydrase 2
PMLADGDC_04079	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
PMLADGDC_04080	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
PMLADGDC_04081	CDS	1080	lpfD_2			putative minor fimbrial subunit LpfD
PMLADGDC_04082	CDS	2559	fimD_3		COG3188	Outer membrane usher protein FimD
PMLADGDC_04083	CDS	684	fimC			Chaperone protein FimC
PMLADGDC_04084	CDS	540	fimA_3			Type-1 fimbrial protein, A chain
PMLADGDC_04085	CDS	441	levD		COG2893	PTS system fructose-specific EIIA component
PMLADGDC_04086	CDS	1230				hypothetical protein
PMLADGDC_04087	CDS	381	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
PMLADGDC_04088	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
PMLADGDC_04089	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
PMLADGDC_04090	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
PMLADGDC_04091	CDS	1419	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
PMLADGDC_04092	CDS	942	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
PMLADGDC_04093	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
PMLADGDC_04094	CDS	705	sfsA		COG1489	Sugar fermentation stimulation protein A
PMLADGDC_04095	CDS	531	thpR	3.1.4.58	COG1514	RNA 2',3'-cyclic phosphodiesterase
PMLADGDC_04096	CDS	2475	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
PMLADGDC_04097	CDS	2523	mrcB		COG0744	Penicillin-binding protein 1B
PMLADGDC_04098	CDS	2190	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
PMLADGDC_04099	CDS	798	fhuC	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
PMLADGDC_04100	CDS	891	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
PMLADGDC_04101	CDS	2058	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
PMLADGDC_04102	CDS	561	smfA			Fimbria A protein
PMLADGDC_04103	CDS	2658	papC_4		COG3188	Outer membrane usher protein PapC
PMLADGDC_04104	CDS	753	yfcS_2		COG3121	putative fimbrial chaperone YfcS
PMLADGDC_04105	CDS	513	yfcR_2			putative fimbrial-like protein YfcR
PMLADGDC_04106	CDS	477	yfcQ_2			putative fimbrial-like protein YfcQ
PMLADGDC_04107	CDS	531	yfcP_2			putative fimbrial-like protein YfcP
PMLADGDC_04108	CDS	840	yfcO			putative protein YfcO
PMLADGDC_04109	CDS	1281	hemL	5.4.3.8	COG0001	Glutamate-1-semialdehyde 2,1-aminomutase
PMLADGDC_04110	CDS	1422	clcA		COG0038	H(+)/Cl(-) exchange transporter ClcA
PMLADGDC_04111	CDS	345	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
PMLADGDC_04112	CDS	624				hypothetical protein
PMLADGDC_04113	CDS	801	btuF		COG0614	Vitamin B12-binding protein
PMLADGDC_04114	CDS	699	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
PMLADGDC_04115	CDS	1518	dgt	3.1.5.1	COG0232	Deoxyguanosinetriphosphate triphosphohydrolase
PMLADGDC_04116	CDS	1428	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
PMLADGDC_04117	CDS	1158	cdaR_2		COG3835	Carbohydrate diacid regulator
PMLADGDC_04118	CDS	387				hypothetical protein
PMLADGDC_04119	CDS	1302	abaF			Fosfomycin resistance protein AbaF
PMLADGDC_04120	CDS	825	dapD	2.3.1.117	COG2171	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
PMLADGDC_04121	CDS	2673	glnD		COG2844	Bifunctional uridylyltransferase/uridylyl-removing enzyme
PMLADGDC_04122	CDS	795	map	3.4.11.18	COG0024	Methionine aminopeptidase
PMLADGDC_04123	CDS	726	rpsB		COG0052	30S ribosomal protein S2
PMLADGDC_04124	CDS	924	tsf		COG0264	Elongation factor Ts
PMLADGDC_04125	CDS	726	pyrH	2.7.4.22	COG0528	Uridylate kinase
PMLADGDC_04126	CDS	558	frr		COG0233	Ribosome-recycling factor
PMLADGDC_04127	CDS	1197	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
PMLADGDC_04128	CDS	759	ispU	2.5.1.31	COG0020	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)
PMLADGDC_04129	CDS	858	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
PMLADGDC_04130	CDS	1353	rseP	3.4.24.-	COG0750	Regulator of sigma-E protease RseP
PMLADGDC_04131	CDS	2415	bamA		COG4775	Outer membrane protein assembly factor BamA
PMLADGDC_04132	CDS	486	skp		COG2825	Chaperone protein Skp
PMLADGDC_04133	CDS	1026	lpxD_3	2.3.1.191	COG1044	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase
PMLADGDC_04134	CDS	456	fabZ	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
PMLADGDC_04135	CDS	789	lpxA	2.3.1.129	COG1043	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
PMLADGDC_04136	CDS	1149	lpxB	2.4.1.182	COG0763	Lipid-A-disaccharide synthase
PMLADGDC_04137	CDS	597	rnhB	3.1.26.4	COG0164	Ribonuclease HII
PMLADGDC_04138	CDS	3483	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
PMLADGDC_04139	CDS	960	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
PMLADGDC_04140	CDS	1764	gbpA			GlcNAc-binding protein A
PMLADGDC_04141	CDS	2142	ldcC	4.1.1.18	COG1982	Constitutive lysine decarboxylase
PMLADGDC_04142	CDS	390				hypothetical protein
PMLADGDC_04143	CDS	1293	tilS	6.3.4.19	COG0037	tRNA(Ile)-lysidine synthase
PMLADGDC_04144	CDS	261	rof		COG4568	Protein rof
PMLADGDC_04145	CDS	201				hypothetical protein
PMLADGDC_04146	CDS	546	yaeQ		COG4681	putative protein YaeQ
PMLADGDC_04147	CDS	423	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
PMLADGDC_04148	CDS	702	nlpE		COG3015	Lipoprotein NlpE
PMLADGDC_04149	CDS	1719	proS	6.1.1.15	COG0442	Proline--tRNA ligase
PMLADGDC_04150	CDS	708	trmO	2.1.1.-	COG1720	tRNA (adenine(37)-N6)-methyltransferase
PMLADGDC_04151	CDS	405	rcsF			Outer membrane lipoprotein RcsF
PMLADGDC_04152	CDS	816	metQ_2		COG1464	D-methionine-binding lipoprotein MetQ
PMLADGDC_04153	CDS	654	metI		COG2011	D-methionine transport system permease protein MetI
PMLADGDC_04154	CDS	1032	metN_2	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
PMLADGDC_04155	CDS	567	gmhB	3.1.3.82	COG0241	D-glycero-beta-D-manno-heptose-1,7-bisphosphate 7-phosphatase
PMLADGDC_04156	CDS	531	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
PMLADGDC_04157	CDS	585	mobA	2.7.7.77	COG0746	Molybdenum cofactor guanylyltransferase
PMLADGDC_04158	CDS	270	yihD		COG3084	Protein YihD
PMLADGDC_04159	CDS	987	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
PMLADGDC_04160	CDS	624	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
PMLADGDC_04161	CDS	909	yihG	2.3.-.-	COG0204	putative acyltransferase YihG
PMLADGDC_04162	CDS	2787	polA	2.7.7.7	COG0258	DNA polymerase I
PMLADGDC_04163	CDS	633	engB		COG0218	putative GTP-binding protein EngB
PMLADGDC_04164	CDS	198				hypothetical protein
PMLADGDC_04165	CDS	516	yihI		COG3078	Der GTPase-activating protein YihI
PMLADGDC_04166	CDS	1374	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
PMLADGDC_04167	CDS	111	yshB			putative protein YshB
PMLADGDC_04168	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
PMLADGDC_04169	CDS	1050	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
PMLADGDC_04170	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
PMLADGDC_04171	CDS	1824	typA		COG1217	GTP-binding protein TypA/BipA
PMLADGDC_04172	CDS	735	ybhA_2	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
PMLADGDC_04173	CDS	879				hypothetical protein
PMLADGDC_04174	CDS	1242	hemW_2		COG0635	Heme chaperone HemW
PMLADGDC_04175	CDS	876				hypothetical protein
PMLADGDC_04176	CDS	987				hypothetical protein
PMLADGDC_04177	CDS	849				hypothetical protein
PMLADGDC_04178	CDS	693	ompL			Porin OmpL
PMLADGDC_04179	CDS	1422	yihP_1		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
PMLADGDC_04180	CDS	1383	yihP_2		COG2211	Putative 2,3-dihydroxypropane-1-sulfonate exporter
PMLADGDC_04181	CDS	2037	yihQ	3.2.1.199	COG1501	Sulfoquinovosidase
PMLADGDC_04182	CDS	843	yihR		COG2017	putative protein YihR
PMLADGDC_04183	CDS	1242	yihS	5.3.1.31	COG2942	Sulfoquinovose isomerase
PMLADGDC_04184	CDS	879	yihT	4.1.2.57	COG3684	Sulfofructosephosphate aldolase
PMLADGDC_04185	CDS	897	yihU	1.1.1.373	COG2084	3-sulfolactaldehyde reductase
PMLADGDC_04186	CDS	897	yihV	2.7.1.184		Sulfofructose kinase
PMLADGDC_04187	CDS	804	csqR		COG1349	HTH-type transcriptional repressor CsqR
PMLADGDC_04188	CDS	600	yihX	3.1.3.10	COG1011	Alpha-D-glucose 1-phosphate phosphatase YihX
PMLADGDC_04189	CDS	780				hypothetical protein
PMLADGDC_04190	CDS	438	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
PMLADGDC_04191	CDS	942				hypothetical protein
PMLADGDC_04192	CDS	915	nlhH	3.1.1.1	COG0657	Carboxylesterase NlhH
PMLADGDC_04193	CDS	312	higB-2		COG2026	Toxin HigB-2
PMLADGDC_04194	CDS	291	higA-2		COG2944	Antitoxin HigA-2
PMLADGDC_04195	CDS	930	fdhE		COG3058	Protein FdhE
PMLADGDC_04196	CDS	636	fdoI		COG2864	Formate dehydrogenase, cytochrome b556(fdo) subunit
PMLADGDC_04197	CDS	903	fdoH		COG0437	Formate dehydrogenase-O iron-sulfur subunit
PMLADGDC_04198	CDS	2415	fdoG_1	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
PMLADGDC_04199	CDS	588	fdoG_2	1.17.1.9	COG0243	Formate dehydrogenase-O major subunit
PMLADGDC_04200	CDS	837	fdhD		COG1526	Sulfur carrier protein FdhD
PMLADGDC_04201	CDS	1032				hypothetical protein
PMLADGDC_04202	CDS	1101				hypothetical protein
PMLADGDC_04203	CDS	324				hypothetical protein
PMLADGDC_04204	CDS	660				hypothetical protein
PMLADGDC_04205	CDS	549	sutR_3		COG1396	HTH-type transcriptional regulator SutR
PMLADGDC_04206	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
PMLADGDC_04207	CDS	1149	adhB	1.1.1.1		Alcohol dehydrogenase 2
PMLADGDC_04208	CDS	828	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
PMLADGDC_04209	CDS	1260	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
PMLADGDC_04210	CDS	1470	rhaB	2.7.1.5		Rhamnulokinase
PMLADGDC_04211	CDS	837	rhaS_6			HTH-type transcriptional activator RhaS
PMLADGDC_04212	CDS	849	rhaR_7			HTH-type transcriptional activator RhaR
PMLADGDC_04213	CDS	1035	rhaT		COG0697	L-rhamnose-proton symporter
PMLADGDC_04214	CDS	672	kdgM_2			Oligogalacturonate-specific porin KdgM
PMLADGDC_04215	CDS	1308	dctM_2		COG1593	C4-dicarboxylate TRAP transporter large permease protein DctM
PMLADGDC_04216	CDS	516				hypothetical protein
PMLADGDC_04217	CDS	984			COG1638	Solute-binding protein
PMLADGDC_04218	CDS	621	sodA	1.15.1.1	COG0605	Superoxide dismutase [Mn]
PMLADGDC_04219	CDS	690	yiiM		COG2258	Protein YiiM
PMLADGDC_04220	CDS	396				hypothetical protein
PMLADGDC_04221	CDS	1374	cpxA	2.7.13.3		Sensor histidine kinase CpxA
PMLADGDC_04222	CDS	699	cpxR		COG0745	Transcriptional regulatory protein CpxR
PMLADGDC_04223	CDS	501	cpxP		COG3678	Periplasmic protein CpxP
PMLADGDC_04224	CDS	903	fieF		COG0053	Ferrous-iron efflux pump FieF
PMLADGDC_04225	CDS	963	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase isozyme 1
PMLADGDC_04226	CDS	990	sbp		COG1613	Sulfate-binding protein
PMLADGDC_04227	CDS	756	cdh	3.6.1.26	COG2134	CDP-diacylglycerol pyrophosphatase
PMLADGDC_04228	CDS	1335	yagG		COG2211	Putative glycoside/cation symporter YagG
PMLADGDC_04229	CDS	960	scrK	2.7.1.4	COG0524	Fructokinase
PMLADGDC_04230	CDS	1041				hypothetical protein
PMLADGDC_04231	CDS	723	mngR_2		COG2188	Mannosyl-D-glycerate transport/metabolism system repressor MngR
PMLADGDC_04232	CDS	165				hypothetical protein
PMLADGDC_04233	CDS	351				hypothetical protein
PMLADGDC_04234	CDS	1593	lsrK	2.7.1.189	COG1070	Autoinducer-2 kinase
PMLADGDC_04235	CDS	960	lsrR		COG2390	Transcriptional regulator LsrR
PMLADGDC_04236	CDS	1536	lsrA	3.6.3.-	COG1129	Autoinducer 2 import ATP-binding protein LsrA
PMLADGDC_04237	CDS	1044	lsrC		COG1172	Autoinducer 2 import system permease protein LsrC
PMLADGDC_04238	CDS	999	lsrD			Autoinducer 2 import system permease protein LsrD
PMLADGDC_04239	CDS	1023	lsrB			Autoinducer 2-binding protein LsrB
PMLADGDC_04240	CDS	876	lsrF	2.3.1.245	COG1830	3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase
PMLADGDC_04241	CDS	330	lsrG	5.3.1.32	COG1359	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase
PMLADGDC_04242	CDS	765	lsrE	5.1.3.-	COG0036	Putative epimerase LsrE
PMLADGDC_04243	CDS	768	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
PMLADGDC_04244	CDS	597				hypothetical protein
PMLADGDC_04245	CDS	429				hypothetical protein
PMLADGDC_04246	CDS	747	fpr	1.18.1.2	COG1018	Flavodoxin/ferredoxin--NADP reductase
PMLADGDC_04247	CDS	1011	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase 1 class 2
PMLADGDC_04248	CDS	1509	glpK_2	2.7.1.30	COG0554	Glycerol kinase
PMLADGDC_04249	CDS	846	glpF		COG0580	Glycerol uptake facilitator protein
PMLADGDC_04250	CDS	240	zapB		COG3074	Cell division protein ZapB
PMLADGDC_04251	CDS	486	rraA		COG0684	Regulator of ribonuclease activity A
PMLADGDC_04252	CDS	930	menA	2.5.1.74	COG1575	1,4-dihydroxy-2-naphthoate octaprenyltransferase
PMLADGDC_04253	CDS	1332	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
PMLADGDC_04254	CDS	531	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
PMLADGDC_04255	CDS	891	ftsN		COG3087	Cell division protein FtsN
PMLADGDC_04256	CDS	1026	cytR		COG1609	HTH-type transcriptional repressor CytR
PMLADGDC_04257	CDS	2199	priA	3.6.4.-	COG1198	Primosomal protein N'
PMLADGDC_04258	CDS	213	rpmE		COG0254	50S ribosomal protein L31
PMLADGDC_04259	CDS	663				hypothetical protein
PMLADGDC_04260	CDS	1791	assT_4	2.8.2.22		Arylsulfate sulfotransferase AssT
PMLADGDC_04261	CDS	318	metJ		COG3060	Met repressor
PMLADGDC_04262	CDS	1161	metB	2.5.1.48	COG0626	Cystathionine gamma-synthase
PMLADGDC_04263	CDS	2433	metL		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 2
PMLADGDC_04264	CDS	858	mscS_2		COG0668	Small-conductance mechanosensitive channel
PMLADGDC_04265	CDS	999				hypothetical protein
PMLADGDC_04266	CDS	1125				hypothetical protein
PMLADGDC_04267	CDS	1557	yfkN		COG0737	Trifunctional nucleotide phosphoesterase protein YfkN
PMLADGDC_04268	CDS	891	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
PMLADGDC_04269	CDS	2181	katG	1.11.1.21	COG0376	Catalase-peroxidase
PMLADGDC_04270	CDS	624				hypothetical protein
PMLADGDC_04271	CDS	1104	gldA_2	1.1.1.6	COG0371	Glycerol dehydrogenase
PMLADGDC_04272	CDS	663	fsaB	4.1.2.-	COG0176	Fructose-6-phosphate aldolase 2
PMLADGDC_04273	CDS	2502	fryA		COG1080	Multiphosphoryl transfer protein 1
PMLADGDC_04274	CDS	1080	manP		COG1299	PTS system mannose-specific EIIBCA component
PMLADGDC_04275	CDS	321	fryB	2.7.1.202	COG1445	PTS system fructose-like EIIB component 1
PMLADGDC_04276	CDS	2298	cutC_2	4.3.99.4	COG1882	Choline trimethylamine-lyase
PMLADGDC_04277	CDS	879	bssD	1.97.1.-		Benzylsuccinate synthase activating enzyme
PMLADGDC_04278	CDS	354	frwD	2.7.1.202	COG1445	PTS system fructose-like EIIB component 3
PMLADGDC_04279	CDS	852	rhaR_8			HTH-type transcriptional activator RhaR
PMLADGDC_04280	CDS	1734	cptA	2.7.-.-	COG2194	Phosphoethanolamine transferase CptA
PMLADGDC_04281	CDS	2652	ppc	4.1.1.31	COG2352	Phosphoenolpyruvate carboxylase
PMLADGDC_04282	CDS	1152	argE	3.5.1.16	COG0624	Acetylornithine deacetylase
PMLADGDC_04283	CDS	1005	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
PMLADGDC_04284	CDS	777	argB	2.7.2.8	COG0548	Acetylglutamate kinase
PMLADGDC_04285	CDS	1377	argH	4.3.2.1	COG0165	Argininosuccinate lyase
PMLADGDC_04286	CDS	918	oxyR_3			Hydrogen peroxide-inducible genes activator
PMLADGDC_04287	CDS	1401	sthA	1.6.1.1	COG1249	Soluble pyridine nucleotide transhydrogenase
PMLADGDC_04288	CDS	636	fabR		COG1309	HTH-type transcriptional repressor FabR
PMLADGDC_04289	CDS	360	yijD			Inner membrane protein YijD
PMLADGDC_04290	CDS	1101	trmA	2.1.1.-	COG2265	tRNA/tmRNA (uracil-C(5))-methyltransferase
PMLADGDC_04291	CDS	1845	btuB		COG4206	Vitamin B12 transporter BtuB
PMLADGDC_04292	CDS	852	murI	5.1.1.3	COG0796	Glutamate racemase
PMLADGDC_04293	CDS	546	hemG	1.3.5.3	COG4635	Protoporphyrinogen IX dehydrogenase [menaquinone]
PMLADGDC_04294	CDS	1452	trkH		COG0168	Trk system potassium uptake protein TrkH
PMLADGDC_04295	CDS	615	yigZ		COG1739	IMPACT family member YigZ
PMLADGDC_04296	CDS	1332	pepQ	3.4.13.9	COG0006	Xaa-Pro dipeptidase
PMLADGDC_04297	CDS	2190	fadB		COG1024	Fatty acid oxidation complex subunit alpha
PMLADGDC_04298	CDS	1164	fadA	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
PMLADGDC_04299	CDS	1824	assT_5	2.8.2.22		Arylsulfate sulfotransferase AssT
PMLADGDC_04300	CDS	702	fre	1.5.1.41	COG0543	NAD(P)H-flavin reductase
PMLADGDC_04301	CDS	1479	ubiD	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
PMLADGDC_04302	CDS	489	rfaH_1		COG0250	Transcription antitermination protein RfaH
PMLADGDC_04303	CDS	795	tatD	3.1.11.-	COG0084	3'-5' ssDNA/RNA exonuclease TatD
PMLADGDC_04304	CDS	780	tatC		COG0805	Sec-independent protein translocase protein TatC
PMLADGDC_04305	CDS	549	tatB		COG1826	Sec-independent protein translocase protein TatB
PMLADGDC_04306	CDS	255	tatA		COG1826	Sec-independent protein translocase protein TatA
PMLADGDC_04307	CDS	1641	ubiB	2.7.-.-	COG0661	putative protein kinase UbiB
PMLADGDC_04308	CDS	606	ubiJ_2		COG3165	Ubiquinone biosynthesis accessory factor UbiJ
PMLADGDC_04309	CDS	756	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
PMLADGDC_04310	CDS	1431				hypothetical protein
PMLADGDC_04311	CDS	762	udp	2.4.2.3	COG2820	Uridine phosphorylase
PMLADGDC_04312	CDS	813				hypothetical protein
PMLADGDC_04313	CDS	1296	chuR_4	1.1.99.-	COG0641	Anaerobic sulfatase-maturating enzyme
PMLADGDC_04314	CDS	2265	metE	2.1.1.14	COG0620	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
PMLADGDC_04315	CDS	954	metR			HTH-type transcriptional regulator MetR
PMLADGDC_04316	CDS	900	bioP		COG0697	Biotin transporter
PMLADGDC_04317	CDS	801	yigL	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YigL
PMLADGDC_04318	CDS	1017	pldB	3.1.1.5	COG2267	Lysophospholipase L2
PMLADGDC_04319	CDS	621	rhtB		COG1280	Homoserine/homoserine lactone efflux protein
PMLADGDC_04320	CDS	621	rhtC_2		COG1280	Threonine efflux protein
PMLADGDC_04321	CDS	1848	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
PMLADGDC_04322	CDS	870	pldA	3.1.1.32	COG2829	Phospholipase A1
PMLADGDC_04323	CDS	468				hypothetical protein
PMLADGDC_04324	CDS	885	rarD_2		COG2962	Protein RarD
PMLADGDC_04325	CDS	459	yigG			Inner membrane protein YigG
PMLADGDC_04326	CDS	381				hypothetical protein
PMLADGDC_04327	CDS	951	corA		COG0598	Magnesium transport protein CorA
PMLADGDC_04328	CDS	2163	uvrD	3.6.4.12	COG0210	DNA helicase II
PMLADGDC_04329	CDS	717	yigB	3.1.3.104	COG1011	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
PMLADGDC_04330	CDS	903	xerC_4		COG4973	Tyrosine recombinase XerC
PMLADGDC_04331	CDS	708				hypothetical protein
PMLADGDC_04332	CDS	825	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
PMLADGDC_04333	CDS	204				hypothetical protein
PMLADGDC_04334	CDS	252				hypothetical protein
PMLADGDC_04335	CDS	234				hypothetical protein
PMLADGDC_04336	CDS	381				hypothetical protein
PMLADGDC_04337	CDS	321	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
PMLADGDC_04338	CDS	363				hypothetical protein
PMLADGDC_04339	CDS	516				hypothetical protein
PMLADGDC_04340	CDS	354				hypothetical protein
PMLADGDC_04341	CDS	2547	cyaA	4.6.1.1	COG3072	Adenylate cyclase
PMLADGDC_04342	CDS	963	hemC	2.5.1.61	COG0181	Porphobilinogen deaminase
PMLADGDC_04343	CDS	741	hemD	4.2.1.75	COG1587	Uroporphyrinogen-III synthase
PMLADGDC_04344	CDS	1170	hemX		COG2959	Protein HemX
PMLADGDC_04345	CDS	1200	hemY		COG3071	Protein HemY
PMLADGDC_04346	tRNA	77				tRNA-Pro(tgg)
PMLADGDC_04347	tRNA	87				tRNA-Leu(cag)
PMLADGDC_04348	tRNA	76				tRNA-His(gtg)
PMLADGDC_04349	tRNA	77				tRNA-Arg(ccg)
PMLADGDC_04350	CDS	1386	yifK		COG1113	putative transport protein YifK
PMLADGDC_04351	CDS	741	wecG	2.4.1.180	COG1922	UDP-N-acetyl-D-mannosaminuronic acid transferase
PMLADGDC_04352	CDS	1359	wzyE			putative ECA polymerase
PMLADGDC_04353	CDS	1080	wecF	2.4.1.325		TDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase
PMLADGDC_04354	CDS	1251	wzxE		COG2244	Lipid III flippase
PMLADGDC_04355	CDS	1131	wecE	2.6.1.59	COG0399	dTDP-4-amino-4,6-dideoxygalactose transaminase
PMLADGDC_04356	CDS	678	wecD	2.3.1.210	COG0454	dTDP-fucosamine acetyltransferase
PMLADGDC_04357	CDS	225				hypothetical protein
PMLADGDC_04358	CDS	1068	rffG	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase 2
PMLADGDC_04359	CDS	1263	wecC	1.1.1.336	COG0677	UDP-N-acetyl-D-mannosamine dehydrogenase
PMLADGDC_04360	CDS	1086	wecB	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
PMLADGDC_04361	CDS	1047	wzzE		COG3765	ECA polysaccharide chain length modulation protein
PMLADGDC_04362	CDS	1104	wecA	2.7.8.33	COG0472	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
PMLADGDC_04363	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho
PMLADGDC_04364	CDS	330	trxA		COG0526	Thioredoxin 1
PMLADGDC_04365	CDS	1266	rhlB	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlB
PMLADGDC_04366	CDS	1482	gppA	3.6.1.40	COG0248	Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
PMLADGDC_04367	CDS	2025	rep	3.6.4.12	COG0210	ATP-dependent DNA helicase Rep
PMLADGDC_04368	CDS	282	ppiC	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase C
PMLADGDC_04369	CDS	1476	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
PMLADGDC_04370	CDS	888	gltC_2			HTH-type transcriptional regulator GltC
PMLADGDC_04371	CDS	342				hypothetical protein
PMLADGDC_04372	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
PMLADGDC_04373	CDS	1851	ilvD_2	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
PMLADGDC_04374	CDS	930	ilvE	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
PMLADGDC_04375	CDS	264	ilvM	2.2.1.6	COG3978	Acetolactate synthase isozyme 2 small subunit
PMLADGDC_04376	CDS	1647	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
PMLADGDC_04377	CDS	1521	comM		COG0606	Competence protein ComM
PMLADGDC_04378	CDS	339				hypothetical protein
PMLADGDC_04379	CDS	837	hdfR_3			HTH-type transcriptional regulator HdfR
PMLADGDC_04380	tRNA	76				tRNA-Trp(cca)
